IP,PORT,匿名度,类型,位置,响应速度,最后验证时间
125.24.79.228,80,透明,HTTP,泰国,2秒,2014-12-24 08:45:46,
110.49.210.215,8080,透明,HTTP,泰国,1秒,2014-12-24 10:27:50,
203.189.156.247,80,透明,HTTP,柬埔寨,2秒,2014-12-23 12:08:21,
202.130.104.236,8080,透明,HTTP,,2秒,2014-12-24 08:27:29,
116.25.4.246,9000,透明,HTTP,,0.3秒,2014-12-24 07:21:03,
110.139.77.61,8080,透明,HTTP,,1秒,2014-12-24 06:12:14,
125.24.78.246,80,透明,HTTP,泰国,1秒,2014-12-24 05:17:31,
125.24.76.42,80,透明,HTTP,泰国,2秒,2014-12-23 22:24:32,
5.56.12.6,8080,透明,HTTP,意大利,2秒,2014-12-24 02:57:12,
123.231.229.34,8080,透明,HTTP,印度尼西亚,0.4秒,2014-12-24 01:41:19,
49.90.27.175,80,透明,HTTP,中国,1秒,2014-12-24 01:11:02,
118.172.230.54,80,透明,HTTP,泰国,3秒,2014-12-23 23:16:00,
110.77.239.45,80,透明,HTTP,泰国,0.9秒,2014-12-23 22:29:53,
182.23.37.250,8080,透明,HTTP,印度尼西亚,2秒,2014-12-23 19:35:28,
36.74.242.13,8080,透明,HTTP,印度尼西亚,2秒,2014-12-23 20:57:49,
125.24.79.59,80,透明,HTTP,泰国,2秒,2014-12-23 18:04:11,
213.125.72.138,3128,透明,HTTP,荷兰,2秒,2014-12-23 19:10:19,
182.253.122.115,8080,透明,HTTP,印度尼西亚,0.8秒,2014-12-23 07:21:09,
125.24.79.217,80,透明,HTTP,泰国,1秒,2014-12-23 15:47:02,
115.127.23.124,8080,透明,HTTP,,1秒,2014-12-23 15:18:12,
110.77.154.66,80,透明,HTTP,泰国,3秒,2014-12-23 15:19:19,
217.117.6.20,8080,透明,HTTP,尼日利亚,3秒,2014-12-23 13:47:47,
87.106.185.19,8080,透明,HTTP,德国,1秒,2014-12-23 08:41:00,
180.250.192.22,8080,透明,HTTP,印度尼西亚,1秒,2014-12-23 08:42:32,
202.74.73.38,8080,透明,HTTP,印度尼西亚,2秒,2014-12-23 10:50:48,
113.27.197.34,80,透明,HTTP,,3秒,2014-12-23 09:49:13,
116.7.0.2,9999,透明,HTTP,,3秒,2014-12-23 08:43:04,
182.205.148.13,3128,透明,HTTP,,1秒,2014-12-23 07:48:06,
125.24.76.43,80,透明,HTTP,泰国,3秒,2014-12-23 06:36:41,
201.29.214.230,8080,透明,HTTP,巴西,0.5秒,2014-12-23 04:37:20,
115.117.45.10,8080,透明,HTTP,印度,3秒,2014-12-23 05:16:02,
87.106.185.19,8080,透明,HTTP,德国,3秒,2014-12-23 04:05:12,
111.92.174.76,8080,透明,HTTP,印度尼西亚,3秒,2014-12-23 00:23:56,
14.29.182.58,9999,透明,HTTP,,1秒,2014-12-23 01:00:04,
110.78.165.157,8080,透明,HTTP,泰国,1秒,2014-12-23 00:53:19,
125.24.78.101,80,透明,HTTP,泰国,3秒,2014-12-22 20:52:01,
183.87.116.38,8080,透明,HTTP,印度,2秒,2014-12-22 22:12:03,
177.54.243.26,8080,透明,HTTP,巴西,3秒,2014-12-22 22:27:51,
125.24.79.166,80,透明,HTTP,泰国,1秒,2014-12-22 21:09:59,
177.47.114.68,8080,透明,HTTP,巴西,3秒,2014-12-22 20:19:36,
210.101.131.231,8080,透明,HTTP,韩国,1秒,2014-12-22 16:22:29,
85.13.13.254,8080,透明,HTTP,奥地利,0.3秒,2014-12-22 18:29:25,
125.24.79.191,80,透明,HTTP,泰国,1秒,2014-12-22 10:17:03,
49.93.25.110,3128,透明,HTTP,,0.8秒,2014-12-22 16:18:19,
49.94.148.107,80,透明,HTTP,,3秒,2014-12-22 15:27:03,
125.24.76.134,80,透明,HTTP,泰国,3秒,2014-12-22 10:22:37,
210.101.131.232,8080,透明,HTTP,韩国,0.4秒,2014-12-20 19:07:42,
49.94.154.2,80,透明,HTTP,,1秒,2014-12-22 11:26:35,
200.161.124.47,8080,透明,HTTP,巴西,1秒,2014-12-22 10:26:22,
113.140.100.3,3128,透明,HTTP,,13秒,2014-12-22 10:00:15,
49.94.157.127,3128,透明,HTTP,,1秒,2014-12-22 09:14:41,
190.122.185.213,8080,透明,HTTP,危地马拉,3秒,2014-12-22 08:17:53,
187.17.241.110,8080,透明,HTTP,巴西,2秒,2014-12-21 23:37:25,
125.24.79.158,80,透明,HTTP,泰国,1秒,2014-12-22 05:48:29,
110.77.236.222,8080,透明,HTTP,泰国,1秒,2014-12-22 04:43:27,
210.101.131.231,8080,透明,HTTP,韩国,2秒,2014-12-21 20:15:12,
180.250.192.18,8080,透明,HTTP,印度尼西亚,3秒,2014-12-22 03:27:02,
125.24.77.16,80,透明,HTTP,泰国,0.7秒,2014-12-21 20:10:51,
125.24.79.230,80,透明,HTTP,泰国,3秒,2014-12-21 03:45:28,
125.24.78.77,80,透明,HTTP,泰国,2秒,2014-12-21 16:35:43,
125.24.78.0,80,透明,HTTP,泰国,0.8秒,2014-12-21 21:47:19,
177.177.254.38,8080,透明,HTTP,,2秒,2014-12-21 21:40:08,
125.24.76.186,80,透明,HTTP,泰国,2秒,2014-12-21 19:34:18,
222.68.172.149,80,透明,HTTP,,3秒,2014-12-21 10:00:37,
168.213.3.103,80,透明,HTTP,美国,3秒,2014-12-21 19:05:47,
116.255.22.161,8080,透明,HTTP,澳大利亚,2秒,2014-12-21 17:15:45,
182.253.72.131,8080,透明,HTTP,印度尼西亚,0.8秒,2014-12-21 15:28:38,
36.82.43.52,8080,透明,HTTP,印度尼西亚,2秒,2014-12-21 14:14:42,
125.24.77.53,80,透明,HTTP,泰国,2秒,2014-12-21 14:12:42,
113.212.116.150,8080,透明,HTTP,印度尼西亚,3秒,2014-12-21 14:11:42,
36.77.1.169,8080,透明,HTTP,印度尼西亚,2秒,2014-12-21 12:03:59,
117.218.69.213,80,透明,HTTP,印度,2秒,2014-12-21 05:53:44,
180.245.86.218,8080,透明,HTTP,,1秒,2014-12-21 11:21:34,
125.24.78.51,80,透明,HTTP,泰国,1秒,2014-12-21 09:27:52,
211.151.60.88,80,透明,HTTP,,2秒,2014-12-20 23:51:34,
125.24.79.119,80,透明,HTTP,泰国,3秒,2014-12-21 06:58:44,
123.63.187.178,8080,透明,HTTP,印度,0.6秒,2014-12-21 04:14:50,
183.38.74.94,9999,透明,HTTP,,2秒,2014-12-21 04:49:21,
60.221.205.129,9999,透明,HTTP,,0.6秒,2014-12-21 05:19:35,
196.41.9.26,8585,透明,HTTP,南非,1秒,2014-12-21 04:25:06,
82.77.194.171,8088,透明,HTTP,罗马尼亚,3秒,2014-12-20 17:41:42,
212.170.163.141,80,透明,HTTP,西班牙,1秒,2014-12-20 21:02:45,
125.24.78.191,80,透明,HTTP,泰国,0.8秒,2014-12-20 20:18:23,
212.72.150.234,8080,透明,HTTP,格鲁吉亚,1秒,2014-12-21 00:17:48,
122.166.217.102,8080,透明,HTTP,印度,3秒,2014-12-20 22:15:34,
14.218.90.203,9999,透明,HTTP,中国,2秒,2014-12-20 21:51:49,
125.24.78.141,80,透明,HTTP,泰国,3秒,2014-12-20 21:16:37,
125.24.78.5,80,透明,HTTP,泰国,1秒,2014-12-20 15:12:45,
125.24.76.18,80,透明,HTTP,泰国,3秒,2014-12-20 18:24:48,
176.241.83.145,8080,透明,HTTP,伊拉克,2秒,2014-12-20 18:26:13,
116.25.129.48,9999,透明,HTTP,,16秒,2014-12-20 16:31:47,
183.31.248.95,9999,透明,HTTP,,3秒,2014-12-20 15:05:57,
110.77.197.235,80,透明,HTTP,泰国,2秒,2014-12-20 00:09:31,
190.122.185.200,8080,透明,HTTP,危地马拉,1秒,2014-12-20 13:39:15,
168.213.3.103,80,透明,HTTP,美国,1秒,2014-12-20 13:13:37,
180.250.250.42,8080,透明,HTTP,印度尼西亚,0.4秒,2014-12-20 12:04:01,
202.162.198.178,8080,透明,HTTP,印度尼西亚,0.5秒,2014-12-20 11:18:37,
49.93.14.120,3128,透明,HTTP,,3秒,2014-12-20 09:31:53,
222.124.177.162,8080,透明,HTTP,印度尼西亚,0.9秒,2014-12-20 04:56:41,
101.31.36.142,80,透明,HTTP,,2秒,2014-12-20 04:07:50,
113.97.25.197,9999,透明,HTTP,,2秒,2014-12-20 07:20:16,
125.24.78.166,80,透明,HTTP,泰国,1秒,2014-12-20 05:33:23,
125.24.77.40,80,透明,HTTP,泰国,3秒,2014-12-20 04:05:11,
125.24.76.64,80,透明,HTTP,泰国,1秒,2014-12-19 19:14:12,
118.97.155.110,8080,透明,HTTP,印度尼西亚,0.7秒,2014-12-20 03:22:51,
110.176.73.79,80,透明,HTTP,,1秒,2014-12-20 02:03:48,
212.72.128.50,8080,透明,HTTP,格鲁吉亚,1秒,2014-12-19 23:25:38,
203.189.156.247,80,透明,HTTP,柬埔寨,0.9秒,2014-12-19 23:06:58,
125.24.76.188,80,透明,HTTP,泰国,1秒,2014-12-19 16:42:56,
14.221.34.128,9999,透明,HTTP,,3秒,2014-12-19 22:27:01,
41.78.26.154,8080,透明,HTTP,肯尼亚,2秒,2014-12-19 21:23:46,
183.90.184.49,80,透明,HTTP,,1秒,2014-12-19 17:15:54,
58.59.224.178,8585,透明,HTTP,,2秒,2014-12-19 19:13:42,
118.97.197.27,8080,透明,HTTP,印度尼西亚,2秒,2014-12-19 18:25:13,
223.27.234.34,8080,透明,HTTP,泰国,2秒,2014-12-19 17:23:24,
49.93.22.117,3128,透明,HTTP,,1秒,2014-12-19 16:16:06,
49.94.151.214,3128,透明,HTTP,,2秒,2014-12-19 15:04:48,
42.97.64.254,80,透明,HTTP,,1秒,2014-12-19 13:37:27,
128.199.140.42,80,透明,HTTP,英国,0.9秒,2014-12-19 12:44:19,
49.90.0.16,3128,透明,HTTP,,0.3秒,2014-12-19 12:23:49,
89.232.139.253,80,透明,HTTP,俄罗斯,2秒,2014-12-19 11:28:51,
182.205.150.79,3128,透明,HTTP,,1秒,2014-12-19 10:11:42,
49.94.137.123,3128,透明,HTTP,,3秒,2014-12-19 09:13:31,
203.49.228.150,80,透明,HTTP,澳大利亚,3秒,2014-12-19 07:40:40,
182.253.72.94,8080,透明,HTTP,印度尼西亚,3秒,2014-12-19 06:47:05,
125.24.78.127,80,透明,HTTP,泰国,3秒,2014-12-19 03:36:24,
128.199.159.98,80,透明,HTTP,英国,1秒,2014-12-19 00:38:44,
162.248.247.136,8888,透明,HTTP,美国,0.8秒,2014-12-19 04:00:14,
116.255.22.161,8080,透明,HTTP,澳大利亚,3秒,2014-12-19 01:00:18,
203.162.175.76,80,透明,HTTP,,0.4秒,2014-12-19 02:00:24,
125.24.78.71,80,透明,HTTP,泰国,1秒,2014-12-18 17:39:34,
79.135.207.34,8080,透明,HTTP,乌克兰,1秒,2014-12-18 22:30:24,
195.20.195.82,3128,透明,HTTP,俄罗斯,3秒,2014-12-18 21:27:04,
201.32.95.209,8080,透明,HTTP,巴西,3秒,2014-12-18 22:20:26,
93.81.252.75,8080,透明,HTTP,俄罗斯,0.8秒,2014-12-18 21:15:28,
181.48.190.162,80,透明,HTTP,哥伦比亚,0.6秒,2014-12-18 17:56:47,
50.59.47.233,80,透明,HTTP,美国,3秒,2014-12-18 14:50:29,
116.90.232.214,8080,透明,HTTP,尼泊尔,2秒,2014-12-18 18:20:18,
116.90.232.26,8080,透明,HTTP,尼泊尔,0.5秒,2014-12-18 17:05:49,
180.180.121.51,80,透明,HTTP,泰国,0.8秒,2014-12-18 16:22:09,
176.124.137.229,8080,透明,HTTP,俄罗斯,0.4秒,2014-12-18 11:52:15,
180.254.250.41,8080,透明,HTTP,,2秒,2014-12-18 13:56:28,
203.190.113.50,8080,透明,HTTP,印度尼西亚,2秒,2014-12-18 13:11:56,
182.253.73.99,8080,透明,HTTP,印度尼西亚,2秒,2014-12-18 08:24:40,
180.250.192.22,8080,透明,HTTP,印度尼西亚,3秒,2014-12-18 11:02:01,
201.203.46.182,80,透明,HTTP,哥斯达黎加,2秒,2014-12-18 01:51:19,
128.199.140.42,80,透明,HTTP,英国,2秒,2014-12-18 03:22:44,
110.77.197.55,80,透明,HTTP,泰国,2秒,2014-12-18 00:41:10,
125.24.78.216,80,透明,HTTP,泰国,2秒,2014-12-18 05:45:02,
125.24.77.179,80,透明,HTTP,泰国,3秒,2014-12-18 02:40:57,
125.24.78.56,80,透明,HTTP,泰国,3秒,2014-12-18 05:20:56,
107.150.46.75,80,透明,HTTP,美国,0.7秒,2014-12-18 04:04:40,
111.95.196.9,8585,透明,HTTP,印度尼西亚,2秒,2014-12-18 03:27:43,
171.118.187.161,9999,透明,HTTP,,3秒,2014-12-18 01:51:45,
113.53.91.132,80,透明,HTTP,泰国,3秒,2014-12-18 00:40:26,
118.97.140.130,8080,透明,HTTP,印度尼西亚,3秒,2014-12-18 00:21:16,
154.73.44.93,8080,透明,HTTP,索马里,1秒,2014-12-17 23:22:13,
84.22.32.222,3128,透明,HTTP,,1秒,2014-12-17 21:53:56,
202.75.19.22,8080,透明,HTTP,印度尼西亚,2秒,2014-12-17 21:07:34,
36.77.6.118,80,透明,HTTP,印度尼西亚,0.8秒,2014-12-17 18:49:14,
121.35.205.22,8888,透明,HTTP,,1秒,2014-12-17 19:22:03,
202.6.238.142,8080,透明,HTTP,印度尼西亚,2秒,2014-12-17 18:22:46,
195.151.242.21,8080,透明,HTTP,俄罗斯,1秒,2014-12-17 15:06:29,
125.24.77.42,80,透明,HTTP,泰国,3秒,2014-12-17 12:30:28,
114.6.52.130,8080,透明,HTTP,印度尼西亚,1.0秒,2014-12-17 15:07:03,
201.47.182.138,8080,透明,HTTP,,2秒,2014-12-17 13:21:29,
121.35.205.22,9000,透明,HTTP,,0.5秒,2014-12-17 13:07:35,
187.59.127.65,8080,透明,HTTP,巴西,1秒,2014-12-17 12:08:19,
202.150.168.178,80,透明,HTTP,印度尼西亚,1秒,2014-12-17 08:54:05,
125.24.77.115,80,透明,HTTP,泰国,2秒,2014-12-17 10:24:29,
122.252.227.178,8080,透明,HTTP,印度,3秒,2014-12-17 09:27:37,
177.39.113.123,8081,透明,HTTP,巴西,0.9秒,2014-12-17 08:00:33,
182.71.42.211,8080,透明,HTTP,印度,1秒,2014-12-17 07:10:13,
210.101.131.232,8080,透明,HTTP,韩国,0.6秒,2014-12-16 13:31:34,
85.114.141.191,80,透明,HTTP,德国,2秒,2014-12-16 19:02:19,
202.65.115.13,8080,透明,HTTP,印度尼西亚,0.4秒,2014-12-17 04:13:15,
61.7.134.180,8080,透明,HTTP,泰国,3秒,2014-12-17 03:05:16,
202.47.72.203,8080,透明,HTTP,,2秒,2014-12-16 14:14:09,
125.24.77.115,80,透明,HTTP,泰国,1秒,2014-12-16 22:29:20,
118.172.230.156,80,透明,HTTP,泰国,1秒,2014-12-16 23:39:25,
202.134.107.174,8080,透明,HTTP,,3秒,2014-12-16 23:24:54,
209.170.151.142,7808,透明,HTTP,美国,1秒,2014-12-16 20:56:11,
91.192.174.150,80,透明,HTTP,俄罗斯,3秒,2014-12-16 21:07:51,
186.67.116.138,8080,透明,HTTP,智利,3秒,2014-12-16 20:22:21,
196.45.131.89,8080,透明,HTTP,坦桑尼亚,1秒,2014-12-16 19:21:19,
211.151.60.88,80,透明,HTTP,,1秒,2014-12-15 16:53:05,
200.25.239.77,8080,透明,HTTP,巴西,3秒,2014-12-16 17:19:59,
125.24.77.146,80,透明,HTTP,泰国,2秒,2014-12-16 12:07:55,
128.199.143.84,80,透明,HTTP,英国,1秒,2014-12-16 15:26:24,
87.76.12.174,8080,透明,HTTP,俄罗斯,3秒,2014-12-16 14:17:44,
27.46.0.197,9999,透明,HTTP,,1秒,2014-12-16 13:29:00,
101.23.156.246,9999,透明,HTTP,,2秒,2014-12-16 12:01:42,
1.9.46.177,8080,透明,HTTP,马来西亚,0.6秒,2014-12-16 10:18:24,
14.156.227.235,8888,透明,HTTP,,3秒,2014-12-16 10:21:34,
187.1.175.106,8080,透明,HTTP,巴西,0.9秒,2014-12-16 09:27:26,
125.24.76.63,80,透明,HTTP,泰国,3秒,2014-12-16 07:58:05,
181.48.190.162,80,透明,HTTP,哥伦比亚,2秒,2014-12-16 00:06:50,
177.3.221.197,8080,透明,HTTP,巴西,0.9秒,2014-12-16 06:11:31,
46.252.36.156,8080,透明,HTTP,阿尔巴尼亚,1.0秒,2014-12-16 05:26:54,
112.95.56.52,9999,透明,HTTP,,3秒,2014-12-16 02:42:00,
125.24.79.92,80,透明,HTTP,泰国,3秒,2014-12-16 00:14:54,
125.24.78.134,80,透明,HTTP,泰国,2秒,2014-12-15 23:17:53,
1.4.213.199,80,透明,HTTP,泰国,2秒,2014-12-16 00:39:43,
125.24.78.151,80,透明,HTTP,泰国,3秒,2014-12-15 23:05:08,
95.213.128.2,80,透明,HTTP,俄罗斯,2秒,2014-12-15 23:27:45,
125.24.79.217,80,透明,HTTP,泰国,0.6秒,2014-12-15 17:15:00,
210.101.131.232,8080,透明,HTTP,韩国,0.9秒,2014-12-15 16:53:02,
198.251.67.194,8080,透明,HTTP,美国,2秒,2014-12-15 17:33:14,
125.24.79.152,80,透明,HTTP,泰国,3秒,2014-12-15 17:15:03,
222.124.129.178,8080,透明,HTTP,印度尼西亚,2秒,2014-12-15 18:10:31,
103.246.244.161,44338,透明,HTTP,,2秒,2014-12-15 16:30:18,
115.127.68.66,8080,透明,HTTP,,1秒,2014-12-15 16:06:35,
125.24.79.249,80,透明,HTTP,泰国,3秒,2014-12-15 13:01:20,
212.232.52.56,80,透明,HTTP,法国,3秒,2014-12-15 11:12:36,
212.232.52.56,8080,透明,HTTP,法国,3秒,2014-12-15 13:21:35,
190.121.148.201,8080,透明,HTTP,哥伦比亚,2秒,2014-12-15 03:58:24,
94.154.222.95,8080,透明,HTTP,乌克兰,1秒,2014-12-15 11:13:47,
66.130.122.90,8080,透明,HTTP,加拿大,3秒,2014-12-15 10:25:08,
118.172.230.156,80,透明,HTTP,泰国,1秒,2014-12-15 09:03:49,
94.228.205.2,8080,透明,HTTP,俄罗斯,1秒,2014-12-15 03:50:51,
94.228.205.41,8080,透明,HTTP,俄罗斯,0.6秒,2014-12-15 04:10:38,
202.150.145.142,8080,透明,HTTP,,3秒,2014-12-15 03:14:25,
190.38.135.86,80,透明,HTTP,委内瑞拉,3秒,2014-12-15 05:11:56,
61.7.138.69,8080,透明,HTTP,泰国,2秒,2014-12-15 04:19:07,
36.70.134.37,8080,透明,HTTP,印度尼西亚,1秒,2014-12-15 02:38:08,
201.239.165.49,8080,透明,HTTP,智利,3秒,2014-12-15 00:51:04,
12.201.108.185,8080,透明,HTTP,美国,1秒,2014-12-14 22:44:35,
200.10.67.162,8080,透明,HTTP,秘鲁,2秒,2014-12-14 22:53:11,
85.202.7.27,8080,透明,HTTP,乌克兰,14秒,2014-12-14 22:30:34,
186.103.169.165,8080,透明,HTTP,智利,16秒,2014-12-14 22:00:29,
91.98.128.200,8080,透明,HTTP,伊朗,1秒,2014-12-14 21:05:54,
189.59.132.110,8080,透明,HTTP,巴西,9秒,2014-12-14 20:05:29,
114.30.80.109,8080,透明,HTTP,印度尼西亚,19秒,2014-12-14 19:01:23,
177.152.174.141,8080,透明,HTTP,巴西,2秒,2014-12-14 18:01:02,
203.176.182.101,8080,透明,HTTP,,12秒,2014-12-14 17:00:23,
118.97.71.165,8080,透明,HTTP,印度尼西亚,4秒,2014-12-14 16:01:17,
202.138.229.83,8080,透明,HTTP,印度尼西亚,15秒,2014-12-14 15:00:19,
201.221.132.22,8080,透明,HTTP,哥伦比亚,12秒,2014-12-14 14:00:25,
144.76.123.38,8080,透明,HTTP,德国,5秒,2014-12-14 13:01:10,
154.65.4.90,8080,透明,HTTP,,16秒,2014-12-14 12:00:43,
222.124.28.188,8080,透明,HTTP,印度尼西亚,10秒,2014-12-14 11:00:30,
44.144.125.1,8080,透明,HTTP,美国,7秒,2014-12-14 10:00:28,
200.123.162.45,8080,透明,HTTP,巴西,11秒,2014-12-14 09:01:09,
50.22.206.179,8080,透明,HTTP,美国,13秒,2014-12-14 08:00:24,
181.211.191.227,8080,透明,HTTP,厄瓜多尔,32秒,2014-12-14 07:00:53,
180.246.210.12,8080,透明,HTTP,印度尼西亚,33秒,2014-12-14 06:00:45,
212.91.10.142,8080,透明,HTTP,波兰,7秒,2014-12-14 05:00:34,
177.22.111.120,8080,透明,HTTP,巴西,16秒,2014-12-14 04:00:49,
116.213.51.205,8080,透明,HTTP,印度尼西亚,0.8秒,2014-12-14 03:01:06,
201.218.1.90,8080,透明,HTTP,厄瓜多尔,6秒,2014-12-14 02:00:28,
197.253.1.3,8080,透明,HTTP,尼日利亚,7秒,2014-12-14 01:00:42,
103.10.59.209,8080,透明,HTTP,印度尼西亚,4秒,2014-12-14 00:00:54,
27.50.16.170,8080,透明,HTTP,印度尼西亚,4秒,2014-12-13 23:01:16,
196.45.147.1,8080,透明,HTTP,坦桑尼亚,7秒,2014-12-13 22:00:33,
27.124.11.102,8080,透明,HTTP,印度,5秒,2014-12-13 21:01:05,
186.90.68.57,8080,透明,HTTP,委内瑞拉,9秒,2014-12-13 20:01:20,
124.248.205.9,8128,透明,HTTP,,3秒,2014-12-13 19:01:01,
202.53.83.82,8080,透明,HTTP,印度,12秒,2014-12-13 18:00:31,
186.232.160.46,8080,透明,HTTP,巴西,15秒,2014-12-13 17:00:20,
118.97.140.130,8080,透明,HTTP,印度尼西亚,7秒,2014-12-13 16:01:32,
201.221.131.102,8080,透明,HTTP,哥伦比亚,12秒,2014-12-13 14:00:25,
103.25.179.12,8080,透明,HTTP,菲律宾,13秒,2014-12-13 13:00:41,
203.76.100.154,8080,透明,HTTP,孟加拉国,12秒,2014-12-13 12:00:48,
202.169.241.109,8080,透明,HTTP,印度尼西亚,9秒,2014-12-13 11:00:27,
189.50.228.151,8080,透明,HTTP,巴西,6秒,2014-12-13 10:01:07,
180.245.222.159,8080,透明,HTTP,印度尼西亚,4秒,2014-12-13 09:01:29,
200.68.9.92,8080,透明,HTTP,巴西,10秒,2014-12-13 08:00:23,
212.91.10.142,8080,透明,HTTP,波兰,8秒,2014-12-13 07:00:40,
202.53.227.210,8080,透明,HTTP,印度尼西亚,9秒,2014-12-13 06:00:23,
36.72.230.30,8080,透明,HTTP,印度尼西亚,11秒,2014-12-13 05:01:34,
114.30.80.109,8080,透明,HTTP,印度尼西亚,3秒,2014-12-13 04:01:06,
5.53.16.183,8080,透明,HTTP,俄罗斯,20秒,2014-12-13 03:00:33,
200.25.236.128,8080,透明,HTTP,巴西,21秒,2014-12-13 02:01:29,
109.224.56.210,8080,透明,HTTP,伊拉克,10秒,2014-12-13 01:00:24,
91.217.42.4,8080,透明,HTTP,捷克,12秒,2014-12-13 00:00:44,
186.232.175.1,8080,透明,HTTP,巴西,7秒,2014-12-12 23:00:37,
177.22.94.18,8080,透明,HTTP,巴西,7秒,2014-12-12 22:01:06,
23.31.27.229,8080,透明,HTTP,美国,5秒,2014-12-12 21:00:56,
207.5.112.114,8080,透明,HTTP,美国,16秒,2014-12-12 20:00:19,
5.129.231.10,3130,透明,HTTP,俄罗斯,1秒,2014-12-12 19:01:26,
191.241.76.52,8080,透明,HTTP,巴西,7秒,2014-12-12 18:15:54,
203.190.45.138,8080,透明,HTTP,印度尼西亚,9秒,2014-12-12 17:01:29,
186.227.208.60,8080,透明,HTTP,巴西,10秒,2014-12-12 16:00:22,
189.50.228.151,8080,透明,HTTP,巴西,6秒,2014-12-12 15:01:04,
41.86.25.158,8080,透明,HTTP,利比里亚,12秒,2014-12-12 14:00:47,
202.59.163.129,8080,透明,HTTP,印度尼西亚,13秒,2014-12-12 13:00:25,
202.154.63.42,80,透明,HTTP,印度尼西亚,16秒,2014-12-12 12:01:05,
87.204.153.14,8080,透明,HTTP,波兰,16秒,2014-12-12 11:00:29,
112.72.9.66,8080,透明,HTTP,蒙古,12秒,2014-12-12 10:00:26,
195.175.201.170,8080,透明,HTTP,土耳其,4秒,2014-12-12 09:00:08,
200.54.91.162,8080,透明,HTTP,巴西,15秒,2014-12-12 08:00:35,
27.50.16.170,8080,透明,HTTP,印度尼西亚,2秒,2014-12-12 07:00:25,
190.122.186.211,8080,透明,HTTP,危地马拉,3秒,2014-12-12 06:15:21,
200.112.104.251,8080,透明,HTTP,巴西,24秒,2014-12-12 05:00:35,
202.145.3.242,8080,透明,HTTP,印度尼西亚,4秒,2014-12-12 04:00:50,
202.179.71.250,8080,透明,HTTP,印度,5秒,2014-12-12 03:01:16,
210.101.131.231,8080,透明,HTTP,韩国,3秒,2014-12-12 02:00:06,
112.78.37.195,8080,透明,HTTP,印度尼西亚,6秒,2014-12-12 01:01:02,
202.154.63.42,80,透明,HTTP,印度尼西亚,8秒,2014-12-12 00:00:49,
197.253.1.3,8080,透明,HTTP,尼日利亚,19秒,2014-12-11 23:00:50,
195.114.129.171,3128,透明,HTTP,乌克兰,20秒,2014-12-11 22:00:52,
202.166.173.219,8080,透明,HTTP,巴基斯坦,13秒,2014-12-11 21:00:33,
201.57.249.10,8080,透明,HTTP,巴西,11秒,2014-12-11 20:01:08,
175.106.18.218,8080,透明,HTTP,印度尼西亚,7秒,2014-12-11 19:01:07,
179.190.215.190,8080,透明,HTTP,巴西,1秒,2014-12-11 18:01:32,
196.45.159.145,8080,透明,HTTP,坦桑尼亚,14秒,2014-12-11 17:00:40,
190.122.185.197,8080,透明,HTTP,危地马拉,17秒,2014-12-11 16:00:29,
182.74.224.66,8080,透明,HTTP,印度,1秒,2014-12-11 15:01:13,
118.96.132.131,80,透明,HTTP,印度尼西亚,10秒,2014-12-11 14:00:22,
46.32.10.98,8080,透明,HTTP,伊朗,20秒,2014-12-11 13:00:51,
112.142.128.230,8080,透明,HTTP,泰国,11秒,2014-12-11 12:00:25,
217.112.161.16,80,透明,HTTP,捷克,6秒,2014-12-11 11:01:25,
122.252.227.177,8080,透明,HTTP,印度,16秒,2014-12-11 10:00:43,
193.178.187.187,9999,透明,HTTP,爱尔兰,14秒,2014-12-11 09:00:17,
103.31.233.218,8080,透明,HTTP,印度尼西亚,8秒,2014-12-11 08:00:31,
23.31.27.229,8080,透明,HTTP,美国,4秒,2014-12-11 07:01:03,
118.97.249.210,80,透明,HTTP,印度尼西亚,13秒,2014-12-11 06:15:49,
61.8.70.114,8080,透明,HTTP,印度尼西亚,20秒,2014-12-11 05:00:32,
211.196.16.129,3129,透明,HTTP,韩国,21秒,2014-12-11 04:00:33,
188.136.244.226,8080,透明,HTTP,伊朗,20秒,2014-12-11 03:00:42,
187.0.191.31,8080,透明,HTTP,巴西,10秒,2014-12-11 02:01:10,
183.171.234.25,8080,透明,HTTP,马来西亚,2秒,2014-12-11 01:01:06,
91.217.42.2,8080,透明,HTTP,捷克,7秒,2014-12-11 00:00:38,
54.92.26.86,3128,透明,HTTP,美国,12秒,2014-12-10 23:00:34,
177.91.194.54,8080,透明,HTTP,巴西,12秒,2014-12-10 22:01:27,
190.121.148.159,8080,透明,HTTP,哥伦比亚,5秒,2014-12-10 21:00:36,
200.25.239.28,8080,透明,HTTP,巴西,19秒,2014-12-10 20:01:41,
139.0.28.18,8080,透明,HTTP,印度尼西亚,12秒,2014-12-10 19:00:31,
190.151.10.226,8080,透明,HTTP,智利,16秒,2014-12-10 18:00:28,
133.242.177.106,80,透明,HTTP,日本,5秒,2014-12-10 17:00:09,
203.76.100.154,8080,透明,HTTP,孟加拉国,10秒,2014-12-10 16:00:48,
115.124.75.150,80,透明,HTTP,印度尼西亚,18秒,2014-12-10 15:00:54,
109.99.150.2,8080,透明,HTTP,罗马尼亚,22秒,2014-12-10 14:00:35,
190.121.230.148,8080,透明,HTTP,委内瑞拉,11秒,2014-12-10 13:00:50,
41.178.156.41,8080,透明,HTTP,埃及,12秒,2014-12-10 12:15:28,
