IP,PORT,匿名度,类型,位置,响应速度,最后验证时间
218.90.174.167,3128,透明,HTTP,江苏省 无锡市,7秒,2014-12-02 22:00:19,
218.90.174.167,3128,透明,HTTP,江苏省 无锡市,7秒,2014-12-02 21:00:10,
49.90.16.10,3128,透明,HTTP,江苏省 南京市,6秒,2014-12-02 20:01:19,
221.229.252.98,8080,透明,HTTP,江苏省 徐州市,2秒,2014-12-02 19:00:14,
123.120.79.254,9000,透明,HTTP,北京市,5秒,2014-12-02 18:00:33,
183.207.228.50,80,透明,HTTP,江苏省 南京市,21秒,2014-12-02 17:00:34,
49.93.231.115,3128,透明,HTTP,江苏省 南京市,4秒,2014-12-02 16:01:21,
111.161.126.98,80,透明,HTTP,天津市,0.3秒,2014-12-02 15:00:58,
106.34.124.136,80,透明,HTTP,河南省 郑州市,38秒,2014-12-02 14:01:50,
182.205.168.155,3128,透明,HTTP,辽宁省 沈阳市,32秒,2014-12-02 13:01:14,
119.80.160.50,80,透明,HTTP,北京市,7秒,2014-12-02 12:00:17,
113.87.32.92,9999,透明,HTTP,广东省 深圳市,15秒,2014-12-02 11:00:50,
116.226.227.223,1988,透明,HTTP,上海市,5秒,2014-12-02 10:00:40,
111.161.126.100,80,透明,HTTP,天津市,0.1秒,2014-12-02 09:01:02,
110.84.129.27,8888,透明,HTTP,福建省 厦门市,2秒,2014-12-02 08:00:04,
112.95.204.70,8888,透明,HTTP,广东省 深圳市,5秒,2014-12-02 07:00:51,
210.75.14.158,80,透明,HTTP,广东省 深圳市,5秒,2014-12-02 06:00:09,
163.125.162.90,9000,透明,HTTP,广东省 深圳市,6秒,2014-12-02 05:00:31,
111.1.36.163,80,透明,HTTP,浙江省 杭州市,1秒,2014-12-02 04:00:03,
125.89.74.233,3128,透明,HTTP,广东省 珠海市,5秒,2014-12-02 03:00:57,
222.218.157.233,9999,透明,HTTP,广西壮族自治区北海市,5秒,2014-12-02 02:00:19,
220.198.91.117,9999,透明,HTTP,广东省 佛山市,3秒,2014-12-02 01:00:46,
210.75.14.158,80,透明,HTTP,广东省 深圳市,5秒,2014-12-02 00:00:08,
125.89.74.237,3128,透明,HTTP,广东省 珠海市,2秒,2014-12-01 23:00:56,
163.125.69.114,8888,透明,HTTP,广东省 深圳市,8秒,2014-12-01 22:01:03,
49.94.1.30,3128,透明,HTTP,江苏省 南京市,2秒,2014-12-01 21:19:43,
114.83.97.214,9999,透明,HTTP,上海市,0.8秒,2014-12-01 20:01:22,
113.81.230.133,9999,透明,HTTP,广东省 深圳市,1秒,2014-12-01 19:00:40,
218.21.91.203,9999,透明,HTTP,广西壮族自治区玉林市,11秒,2014-12-01 18:00:41,
111.13.2.130,80,透明,HTTP,北京市,16秒,2014-12-01 17:00:44,
110.84.129.27,8888,透明,HTTP,福建省 厦门市,2秒,2014-12-01 16:00:04,
49.93.1.13,80,透明,HTTP,江苏省 南京市,3秒,2014-12-01 15:01:19,
122.200.90.172,3128,透明,HTTP,北京市,16秒,2014-12-01 14:00:26,
221.238.204.57,808,透明,HTTP,天津市,8秒,2014-12-01 13:00:13,
183.11.244.212,9999,透明,HTTP,广东省 深圳市,5秒,2014-12-01 12:00:36,
27.149.57.192,3128,透明,HTTP,福建省 福州市,15秒,2014-12-01 11:00:44,
49.93.31.200,80,透明,HTTP,江苏省 南京市,10秒,2014-12-01 10:01:05,
111.1.36.166,83,透明,HTTP,浙江省 杭州市,3秒,2014-12-01 09:00:06,
183.207.228.50,80,透明,HTTP,江苏省 南京市,0.9秒,2014-12-01 08:00:47,
222.169.11.34,8080,透明,HTTP,吉林省,12秒,2014-12-01 07:00:23,
182.205.246.197,3128,透明,HTTP,辽宁省 沈阳市,2秒,2014-12-01 06:29:43,
125.89.74.239,3128,透明,HTTP,广东省 珠海市,9秒,2014-12-01 05:00:58,
49.93.197.192,3128,透明,HTTP,江苏省 南京市,3秒,2014-12-01 04:01:10,
113.105.224.78,80,透明,HTTP,广东省 佛山市,5秒,2014-12-01 03:00:15,
14.18.16.67,80,透明,HTTP,广东省 广州市,7秒,2014-12-01 02:00:09,
49.90.38.231,3128,透明,HTTP,江苏省 南京市,5秒,2014-12-01 01:01:18,
49.93.16.189,3128,透明,HTTP,江苏省 南京市,19秒,2014-12-01 00:17:30,
125.89.74.239,3128,透明,HTTP,广东省 珠海市,4秒,2014-11-30 23:00:54,
221.181.39.226,3128,透明,HTTP,新疆 新疆维吾尔自治区乌鲁木齐市,0.3秒,2014-11-30 22:01:45,
111.1.36.166,83,透明,HTTP,浙江省 杭州市,1秒,2014-11-30 21:00:03,
116.226.227.223,1988,透明,HTTP,上海市,3秒,2014-11-30 20:00:35,
111.1.36.166,86,透明,HTTP,浙江省 杭州市,4秒,2014-11-30 19:00:11,
210.32.185.163,808,透明,HTTP,浙江省 杭州市,1秒,2014-11-30 18:00:47,
183.203.22.183,80,透明,HTTP,山西省 太原市,2秒,2014-11-30 17:00:23,
123.174.149.77,9999,透明,HTTP,山西省 临汾市,10秒,2014-11-30 16:00:24,
122.224.155.163,80,透明,HTTP,浙江省 杭州市,0.2秒,2014-11-30 15:01:54,
61.175.207.131,9999,透明,HTTP,浙江省 温州市,0.3秒,2014-11-30 14:00:54,
119.254.102.89,8080,透明,HTTP,北京市,53秒,2014-11-30 13:01:25,
113.140.103.168,80,透明,HTTP,陕西省 西安市,2秒,2014-11-30 12:16:48,
218.75.205.124,9999,透明,HTTP,湖南省 株洲市,7秒,2014-11-30 11:00:30,
113.105.224.78,80,透明,HTTP,广东省 佛山市,3秒,2014-11-30 10:00:08,
49.94.129.250,3128,透明,HTTP,江苏省 南京市,1秒,2014-11-30 09:19:58,
49.93.220.54,3128,透明,HTTP,江苏省 南京市,5秒,2014-11-30 08:00:54,
121.193.130.122,3128,透明,HTTP,天津市,12秒,2014-11-30 07:00:16,
49.94.36.119,3128,透明,HTTP,江苏省 南京市,11秒,2014-11-30 06:16:55,
58.221.38.144,80,透明,HTTP,江苏省 南通市,0.2秒,2014-11-30 05:00:53,
183.207.228.122,80,透明,HTTP,江苏省,3秒,2014-11-30 04:00:07,
221.182.62.115,9999,透明,HTTP,四川省 达州市,11秒,2014-11-30 03:00:15,
124.231.136.6,8080,透明,HTTP,湖南省 娄底市,9秒,2014-11-30 02:00:32,
222.132.29.10,8080,透明,HTTP,山东省 潍坊市,10秒,2014-11-30 01:00:21,
218.75.205.72,9999,透明,HTTP,湖南省 株洲市,1秒,2014-11-30 00:00:16,
123.125.114.167,80,透明,HTTP,北京市,0.09秒,2014-11-29 23:01:47,
113.116.166.188,3128,透明,HTTP,广东省 深圳市,4秒,2014-11-29 22:00:42,
49.94.152.147,3128,透明,HTTP,江苏省 南京市,2秒,2014-11-29 21:16:49,
120.192.92.98,80,透明,HTTP,山东省 烟台市,6秒,2014-11-29 20:00:09,
123.134.94.9,80,透明,HTTP,山东省 莱芜市,0.6秒,2014-11-29 19:03:22,
113.116.166.188,3128,透明,HTTP,广东省 深圳市,1秒,2014-11-29 18:00:32,
124.115.211.30,9999,透明,HTTP,陕西省 咸阳市,7秒,2014-11-29 17:00:30,
113.140.109.159,80,透明,HTTP,陕西省 西安市,29秒,2014-11-29 16:00:44,
222.161.198.30,9000,透明,HTTP,吉林省 吉林市,13秒,2014-11-29 15:00:17,
218.90.174.167,3128,透明,HTTP,江苏省 无锡市,22秒,2014-11-29 14:00:25,
114.66.227.236,9999,透明,HTTP,北京市,10秒,2014-11-29 13:00:20,
111.1.36.166,80,透明,HTTP,浙江省 杭州市,1秒,2014-11-29 12:00:06,
113.92.76.42,9999,透明,HTTP,广东省 深圳市,2秒,2014-11-29 11:04:24,
49.94.36.23,3128,透明,HTTP,江苏省 南京市,6秒,2014-11-29 10:01:00,
117.27.155.107,8088,透明,HTTP,福建省 福州市,1秒,2014-11-29 09:15:17,
49.91.32.182,80,透明,HTTP,江苏省 南京市,16秒,2014-11-29 08:00:45,
221.3.74.83,9999,透明,HTTP,山东省 青岛市,4秒,2014-11-29 07:00:15,
183.207.228.122,80,透明,HTTP,江苏省,4秒,2014-11-29 06:00:07,
183.203.22.183,80,透明,HTTP,山西省 太原市,3秒,2014-11-29 05:00:35,
222.244.138.189,9999,透明,HTTP,湖南省 长沙市,2秒,2014-11-29 04:00:24,
203.86.8.235,8088,透明,HTTP,广东省 深圳市,2秒,2014-11-29 03:00:47,
111.13.2.140,80,透明,HTTP,北京市,2秒,2014-11-29 02:00:31,
221.7.112.108,80,透明,HTTP,重庆市,6秒,2014-11-29 01:00:26,
116.253.251.18,9000,透明,HTTP,广西壮族自治区来宾市,0.3秒,2014-11-29 00:01:50,
219.145.93.110,8080,透明,HTTP,陕西省 西安市,6秒,2014-11-28 23:00:10,
113.105.224.79,80,透明,HTTP,广东省 佛山市,8秒,2014-11-28 22:00:18,
219.131.175.206,9999,透明,HTTP,广东省 云浮市,2秒,2014-11-28 21:00:19,
123.177.20.220,80,透明,HTTP,辽宁省 大连市,12秒,2014-11-28 20:00:26,
111.1.36.166,84,透明,HTTP,浙江省 杭州市,3秒,2014-11-28 19:00:06,
222.35.71.90,9000,透明,HTTP,北京市,6秒,2014-11-28 18:18:19,
203.86.8.235,8088,透明,HTTP,广东省 深圳市,6秒,2014-11-28 17:00:20,
124.231.136.6,8080,透明,HTTP,湖南省 娄底市,8秒,2014-11-28 16:00:37,
221.5.69.51,80,透明,HTTP,广东省 肇庆市,7秒,2014-11-28 15:00:10,
36.42.130.12,3128,透明,HTTP,陕西省 西安市,4秒,2014-11-28 14:01:17,
49.94.153.162,80,透明,HTTP,江苏省 南京市,7秒,2014-11-28 13:01:27,
49.91.44.126,80,透明,HTTP,江苏省 南京市,1秒,2014-11-28 12:19:39,
111.1.36.163,80,透明,HTTP,浙江省 杭州市,2秒,2014-11-28 11:00:05,
49.93.201.78,3128,透明,HTTP,江苏省 南京市,24秒,2014-11-28 10:05:36,
49.93.21.215,3128,透明,HTTP,江苏省 南京市,7秒,2014-11-28 09:01:37,
111.161.126.100,80,透明,HTTP,天津市,2秒,2014-11-28 08:00:25,
124.128.221.27,8080,透明,HTTP,山东省 济南市,2秒,2014-11-28 07:01:02,
115.29.250.53,80,透明,HTTP,北京市,18秒,2014-11-28 06:00:41,
110.189.92.2,3128,透明,HTTP,四川省 乐山市,0.9秒,2014-11-28 05:00:22,
111.13.2.138,80,透明,HTTP,北京市,16秒,2014-11-28 04:00:31,
49.93.208.254,3128,透明,HTTP,江苏省 南京市,1秒,2014-11-28 03:28:37,
202.70.2.107,8088,透明,HTTP,广东省 深圳市,9秒,2014-11-28 02:00:25,
218.25.37.108,80,透明,HTTP,辽宁省 沈阳市,0.5秒,2014-11-28 01:00:27,
120.192.92.98,80,透明,HTTP,山东省 烟台市,13秒,2014-11-28 00:00:17,
113.105.224.78,80,透明,HTTP,广东省 佛山市,4秒,2014-11-27 23:00:10,
163.125.219.22,9999,透明,HTTP,广东省 深圳市,6秒,2014-11-27 22:00:21,
113.105.142.228,80,透明,HTTP,广东省 东莞市,9秒,2014-11-27 21:00:26,
182.92.78.135,8090,透明,HTTP,浙江省 杭州市,26秒,2014-11-27 20:00:43,
218.90.174.167,3128,透明,HTTP,江苏省 无锡市,13秒,2014-11-27 19:00:16,
101.85.248.109,9999,透明,HTTP,上海市,2秒,2014-11-27 18:02:15,
121.207.252.105,3128,透明,HTTP,福建省 福州市,11秒,2014-11-27 17:00:44,
49.90.16.159,80,透明,HTTP,江苏省 南京市,21秒,2014-11-27 16:00:48,
49.93.226.178,3128,透明,HTTP,江苏省 南京市,5秒,2014-11-27 15:16:31,
101.85.248.109,9999,透明,HTTP,上海市,3秒,2014-11-27 14:00:29,
113.104.30.114,9999,透明,HTTP,广东省 东莞市,9秒,2014-11-27 13:01:43,
125.89.74.230,3128,透明,HTTP,广东省 珠海市,2秒,2014-11-27 12:01:00,
14.218.177.39,9999,透明,HTTP,广东省 东莞市,0.4秒,2014-11-27 11:03:21,
49.94.157.6,80,透明,HTTP,江苏省 南京市,29秒,2014-11-27 10:00:38,
183.207.228.122,80,透明,HTTP,江苏省,3秒,2014-11-27 09:00:16,
183.224.12.74,80,透明,HTTP,云南省,3秒,2014-11-27 08:00:09,
112.95.207.196,8888,透明,HTTP,广东省 深圳市,12秒,2014-11-27 07:00:48,
49.93.23.111,3128,透明,HTTP,江苏省 南京市,2秒,2014-11-27 06:22:35,
222.177.26.233,3128,透明,HTTP,重庆市,8秒,2014-11-27 05:00:23,
106.39.160.78,80,透明,HTTP,北京市,0.1秒,2014-11-27 04:01:10,
222.177.26.233,3128,透明,HTTP,重庆市,10秒,2014-11-27 03:00:12,
111.1.36.166,80,透明,HTTP,浙江省 杭州市,5秒,2014-11-27 02:00:14,
183.207.228.114,80,透明,HTTP,江苏省,3秒,2014-11-27 01:00:12,
111.13.2.139,80,透明,HTTP,北京市,9秒,2014-11-27 00:00:40,
113.105.224.77,80,透明,HTTP,广东省 佛山市,4秒,2014-11-26 23:00:12,
120.237.91.242,3128,透明,HTTP,广东省 深圳市,8秒,2014-11-26 22:00:22,
223.99.188.73,8090,透明,HTTP,山东省,4秒,2014-11-26 21:00:57,
122.72.99.2,80,透明,HTTP,,7秒,2014-11-26 20:00:22,
49.94.37.225,3128,透明,HTTP,江苏省 南京市,47秒,2014-11-26 19:01:04,
111.13.2.136,80,透明,HTTP,北京市,20秒,2014-11-26 18:00:26,
223.72.181.50,3128,透明,HTTP,北京市,7秒,2014-11-26 17:00:15,
123.150.190.78,80,透明,HTTP,天津市,9秒,2014-11-26 16:00:19,
221.7.112.108,80,透明,HTTP,重庆市,11秒,2014-11-26 15:00:34,
118.167.84.66,8080,透明,HTTP,台湾省,9秒,2014-11-26 14:00:38,
49.94.28.192,3128,透明,HTTP,江苏省 南京市,6秒,2014-11-26 13:01:27,
125.89.74.235,3128,透明,HTTP,广东省 珠海市,9秒,2014-11-26 12:00:31,
211.20.112.1,8080,透明,HTTP,台湾省,5秒,2014-11-26 11:01:09,
163.125.97.166,9999,透明,HTTP,广东省 深圳市,14秒,2014-11-26 10:02:20,
111.13.2.140,80,透明,HTTP,北京市,10秒,2014-11-26 09:00:44,
60.250.81.118,80,透明,HTTP,台湾省,10秒,2014-11-26 08:00:19,
122.200.90.172,3128,透明,HTTP,北京市,25秒,2014-11-26 07:00:44,
58.218.199.254,8080,透明,HTTP,江苏省 徐州市,0.6秒,2014-11-26 06:01:44,
210.21.52.238,9000,透明,HTTP,广东省 广州市,3秒,2014-11-26 05:01:13,
125.89.74.227,3128,透明,HTTP,广东省 珠海市,6秒,2014-11-26 04:01:08,
218.75.144.25,9000,透明,HTTP,湖南省 常德市,1秒,2014-11-26 03:00:32,
58.251.234.159,9999,透明,HTTP,广东省 深圳市,18秒,2014-11-26 02:00:43,
113.78.250.133,9999,透明,HTTP,广东省 东莞市,4秒,2014-11-26 01:04:43,
111.206.81.248,80,透明,HTTP,北京市,21秒,2014-11-26 00:00:28,
123.177.20.220,80,透明,HTTP,辽宁省 大连市,2秒,2014-11-25 23:00:54,
221.182.62.114,9999,透明,HTTP,四川省 达州市,6秒,2014-11-25 22:00:20,
223.68.6.10,8000,透明,HTTP,江苏省 宿迁市,6秒,2014-11-25 21:00:14,
124.224.21.30,8090,透明,HTTP,宁夏回族自治区银川市,8秒,2014-11-25 20:00:38,
125.89.74.226,3128,透明,HTTP,广东省 珠海市,3秒,2014-11-25 19:01:06,
113.140.100.7,3128,透明,HTTP,陕西省 西安市,3秒,2014-11-25 18:19:35,
115.29.39.216,808,透明,HTTP,浙江省 杭州市,11秒,2014-11-25 17:00:49,
124.200.190.199,9000,透明,HTTP,北京市,0.06秒,2014-11-25 16:01:18,
49.94.129.106,80,透明,HTTP,江苏省 南京市,10秒,2014-11-25 15:16:36,
117.37.242.174,3128,透明,HTTP,陕西省 西安市,8秒,2014-11-25 14:01:34,
218.90.174.167,3128,透明,HTTP,江苏省 无锡市,11秒,2014-11-25 13:00:25,
49.94.37.10,3128,透明,HTTP,江苏省 南京市,2秒,2014-11-25 12:01:16,
122.72.99.8,80,透明,HTTP,,2秒,2014-11-25 11:00:10,
125.89.74.233,3128,透明,HTTP,广东省 珠海市,3秒,2014-11-25 10:01:07,
222.246.232.55,80,透明,HTTP,湖南省 株洲市,13秒,2014-11-25 09:00:23,
124.224.21.30,8090,透明,HTTP,宁夏回族自治区银川市,1秒,2014-11-25 08:00:36,
120.237.91.242,3128,透明,HTTP,广东省 深圳市,5秒,2014-11-25 07:00:15,
61.158.173.14,8080,透明,HTTP,河南省 商丘市,0.2秒,2014-11-25 06:15:58,
111.1.36.166,80,透明,HTTP,浙江省 杭州市,3秒,2014-11-25 05:00:12,
113.105.224.77,80,透明,HTTP,广东省 佛山市,13秒,2014-11-25 04:00:33,
111.1.36.163,80,透明,HTTP,浙江省 杭州市,5秒,2014-11-25 03:00:07,
183.207.228.115,80,透明,HTTP,江苏省,13秒,2014-11-25 02:00:27,
183.207.228.122,80,透明,HTTP,江苏省,3秒,2014-11-25 01:00:19,
222.74.212.163,3128,透明,HTTP,内蒙古自治区呼和浩特市,0.4秒,2014-11-25 00:15:30,
202.101.96.154,8888,透明,HTTP,福建省 福州市,5秒,2014-11-24 23:00:22,
203.192.12.148,80,透明,HTTP,北京市,26秒,2014-11-24 22:00:37,
124.192.148.133,80,透明,HTTP,北京市,7秒,2014-11-24 21:00:25,
117.177.242.213,80,透明,HTTP,四川省 内江市,0.4秒,2014-11-24 20:01:36,
27.50.128.242,88,透明,HTTP,河南省 郑州市,11秒,2014-11-24 19:00:20,
202.120.188.104,80,透明,HTTP,上海市,8秒,2014-11-24 18:00:22,
58.221.38.144,80,透明,HTTP,江苏省 南通市,0.2秒,2014-11-24 17:01:06,
218.29.173.206,9999,透明,HTTP,河南省 郑州市,7秒,2014-11-24 16:00:30,
106.39.160.78,80,透明,HTTP,北京市,8秒,2014-11-24 15:00:23,
110.84.129.27,8888,透明,HTTP,福建省 厦门市,5秒,2014-11-24 14:00:13,
119.80.160.50,80,透明,HTTP,北京市,1秒,2014-11-24 13:00:15,
110.189.92.2,3128,透明,HTTP,四川省 乐山市,6秒,2014-11-24 12:00:14,
218.27.136.169,8085,透明,HTTP,吉林省 吉林市,12秒,2014-11-24 11:00:37,
222.132.29.10,8080,透明,HTTP,山东省 潍坊市,17秒,2014-11-24 10:00:36,
113.140.110.141,3128,透明,HTTP,陕西省 西安市,3秒,2014-11-24 09:18:56,
221.204.223.183,54186,透明,HTTP,山西省 太原市,8秒,2014-11-24 08:00:21,
120.192.92.99,80,透明,HTTP,山东省 烟台市,5秒,2014-11-24 07:00:18,
49.91.37.48,3128,透明,HTTP,江苏省 南京市,1秒,2014-11-24 06:11:43,
110.176.12.96,80,透明,HTTP,山西省 太原市,26秒,2014-11-24 05:00:32,
219.223.190.90,3128,透明,HTTP,广东省 深圳市,0.4秒,2014-11-24 04:02:23,
111.13.2.139,80,透明,HTTP,北京市,7秒,2014-11-24 03:00:35,
180.168.208.117,8080,透明,HTTP,上海市,10秒,2014-11-24 02:00:35,
125.39.66.68,80,透明,HTTP,天津市,4秒,2014-11-24 01:00:21,
115.29.166.133,82,透明,HTTP,北京市,46秒,2014-11-24 00:00:50,
183.207.228.120,80,透明,HTTP,江苏省,8秒,2014-11-23 23:00:20,
117.27.229.158,80,透明,HTTP,福建省,19秒,2014-11-23 22:00:34,
221.221.149.98,9000,透明,HTTP,北京市,0.2秒,2014-11-23 21:01:36,
119.4.115.51,8090,透明,HTTP,四川省 成都市,4秒,2014-11-23 20:00:12,
122.224.152.179,80,透明,HTTP,浙江省 杭州市,5秒,2014-11-23 19:00:24,
115.29.250.53,80,透明,HTTP,北京市,36秒,2014-11-23 18:00:48,
121.12.255.212,8085,透明,HTTP,广东省 中山市,15秒,2014-11-23 17:00:25,
36.42.130.14,80,透明,HTTP,陕西省 西安市,3秒,2014-11-23 16:01:15,
113.107.57.76,3128,透明,HTTP,广东省 揭阳市,14秒,2014-11-23 15:00:36,
124.192.148.133,80,透明,HTTP,北京市,17秒,2014-11-23 14:00:33,
116.238.98.16,9999,透明,HTTP,上海市,6秒,2014-11-23 13:00:34,
49.94.161.234,3128,透明,HTTP,江苏省 南京市,27秒,2014-11-23 12:05:15,
223.99.189.102,8090,透明,HTTP,山东省,4秒,2014-11-23 11:00:18,
221.5.69.52,8085,透明,HTTP,广东省 肇庆市,7秒,2014-11-23 10:00:23,
123.119.177.208,9000,透明,HTTP,北京市,0.3秒,2014-11-23 09:01:50,
183.31.217.220,9999,透明,HTTP,广东省 珠海市,0.3秒,2014-11-23 08:01:33,
113.105.224.77,80,透明,HTTP,广东省 佛山市,3秒,2014-11-23 07:00:18,
125.89.74.229,3128,透明,HTTP,广东省 珠海市,6秒,2014-11-23 06:01:08,
221.238.204.57,808,透明,HTTP,天津市,11秒,2014-11-23 05:00:24,
113.105.224.78,80,透明,HTTP,广东省 佛山市,0.3秒,2014-11-23 04:00:40,
210.75.14.158,80,透明,HTTP,广东省 深圳市,5秒,2014-11-23 03:00:19,
121.31.112.93,9999,透明,HTTP,广西壮族自治区桂林市,2秒,2014-11-23 02:00:24,
111.161.126.100,80,透明,HTTP,天津市,1秒,2014-11-23 01:00:36,
117.27.229.158,80,透明,HTTP,福建省,27秒,2014-11-23 00:00:31,
58.221.38.160,80,透明,HTTP,江苏省 南通市,0.2秒,2014-11-22 23:01:01,
125.89.74.239,3128,透明,HTTP,广东省 珠海市,3秒,2014-11-22 22:01:11,
117.27.229.158,80,透明,HTTP,福建省,10秒,2014-11-22 21:00:26,
211.147.13.232,80,透明,HTTP,北京市,2秒,2014-11-22 20:00:04,
125.89.74.234,3128,透明,HTTP,广东省 珠海市,2秒,2014-11-22 19:01:04,
183.207.228.123,80,透明,HTTP,江苏省,7秒,2014-11-22 18:00:18,
123.177.20.220,80,透明,HTTP,辽宁省 大连市,4秒,2014-11-22 17:00:16,
124.173.70.147,8081,透明,HTTP,广东省 广州市,6秒,2014-11-22 16:01:16,
163.125.102.194,9999,透明,HTTP,广东省 深圳市,11秒,2014-11-22 15:16:30,
114.254.213.176,9999,透明,HTTP,北京市,0.04秒,2014-11-22 14:01:50,
112.5.16.50,80,透明,HTTP,福建省 泉州市,18秒,2014-11-22 13:00:22,
122.72.0.6,80,透明,HTTP,北京市,1秒,2014-11-22 12:00:04,
49.93.204.229,3128,透明,HTTP,江苏省 南京市,3秒,2014-11-22 11:01:29,
111.13.2.138,80,透明,HTTP,北京市,1秒,2014-11-22 10:00:32,
49.93.23.28,80,透明,HTTP,江苏省 南京市,4秒,2014-11-22 09:17:42,
183.207.228.115,80,透明,HTTP,江苏省,5秒,2014-11-22 08:00:08,
36.104.223.139,80,透明,HTTP,浙江省,22秒,2014-11-22 07:00:39,
49.94.3.50,80,透明,HTTP,江苏省 南京市,2秒,2014-11-22 06:17:02,
124.202.200.203,9000,透明,HTTP,北京市,3秒,2014-11-22 05:00:13,
221.182.62.115,9999,透明,HTTP,四川省 达州市,7秒,2014-11-22 04:00:09,
121.31.112.73,9999,透明,HTTP,广西壮族自治区桂林市,6秒,2014-11-22 03:01:29,
58.251.185.128,9999,透明,HTTP,广东省 深圳市,1秒,2014-11-22 02:00:35,
218.90.174.167,3128,透明,HTTP,江苏省 无锡市,6秒,2014-11-22 01:00:09,
110.211.37.153,9000,透明,HTTP,,18秒,2014-11-22 00:02:32,
211.20.112.252,8080,透明,HTTP,台湾省,0.9秒,2014-11-21 23:01:12,
210.75.14.158,80,透明,HTTP,广东省 深圳市,3秒,2014-11-21 22:00:07,
124.192.148.133,80,透明,HTTP,北京市,6秒,2014-11-21 21:00:20,
49.93.225.179,3128,透明,HTTP,江苏省 南京市,12秒,2014-11-21 20:01:40,
183.207.228.117,80,透明,HTTP,江苏省,2秒,2014-11-21 19:00:05,
140.207.223.101,80,透明,HTTP,上海市,2秒,2014-11-21 18:00:05,
125.89.74.239,3128,透明,HTTP,广东省 珠海市,10秒,2014-11-21 17:00:27,
119.80.146.179,8080,透明,HTTP,北京市,1秒,2014-11-21 16:04:54,
113.140.104.200,80,透明,HTTP,陕西省 西安市,7秒,2014-11-21 15:01:44,
125.89.74.240,3128,透明,HTTP,广东省 珠海市,2秒,2014-11-21 14:01:09,
203.195.177.205,80,透明,HTTP,广东省 深圳市,13秒,2014-11-21 13:00:42,
110.84.129.27,8888,透明,HTTP,福建省 厦门市,2秒,2014-11-21 12:00:05,
112.5.16.50,80,透明,HTTP,福建省 泉州市,7秒,2014-11-21 11:00:14,
61.133.51.6,9999,透明,HTTP,山东省 德州市,2秒,2014-11-21 10:00:20,
125.46.100.198,9999,透明,HTTP,河南省 三门峡市,1秒,2014-11-21 09:00:27,
58.218.199.254,8080,透明,HTTP,江苏省 徐州市,6秒,2014-11-21 08:00:37,
49.93.24.251,3128,透明,HTTP,江苏省 南京市,41秒,2014-11-21 07:00:45,
218.85.78.89,9999,透明,HTTP,福建省 福州市,7秒,2014-11-21 06:01:08,
221.229.163.131,80,透明,HTTP,江苏省 徐州市,3秒,2014-11-21 05:00:38,
117.156.8.72,80,透明,HTTP,甘肃省,2秒,2014-11-21 04:00:05,
221.204.223.187,54186,透明,HTTP,山西省 太原市,5秒,2014-11-21 03:00:29,
60.213.189.170,3988,透明,HTTP,山东省 泰安市,9秒,2014-11-21 02:00:11,
123.190.46.20,8080,透明,HTTP,辽宁省 丹东市,5秒,2014-11-21 01:00:31,
113.119.204.163,9000,透明,HTTP,广东省 广州市,0.3秒,2014-11-21 00:20:04,
60.208.51.18,8088,透明,HTTP,山东省 济南市,0.3秒,2014-11-20 23:02:09,
49.94.36.73,80,透明,HTTP,江苏省 南京市,17秒,2014-11-20 22:02:23,
121.31.112.87,9999,透明,HTTP,广西壮族自治区桂林市,2秒,2014-11-20 21:01:19,
218.91.206.146,8001,透明,HTTP,江苏省 南通市,7秒,2014-11-20 20:00:09,
203.192.12.148,80,透明,HTTP,北京市,7秒,2014-11-20 19:00:26,
49.94.143.200,3128,透明,HTTP,江苏省 南京市,20秒,2014-11-20 18:20:34,
123.119.177.208,9000,透明,HTTP,北京市,10秒,2014-11-20 17:00:40,
49.94.153.63,80,透明,HTTP,江苏省 南京市,2秒,2014-11-20 16:01:18,
120.83.218.203,80,透明,HTTP,广东省 珠海市,13秒,2014-11-20 15:00:45,
111.151.117.239,9000,透明,HTTP,北京市,8秒,2014-11-20 14:00:23,
123.7.78.176,9999,透明,HTTP,河南省 平顶山市,9秒,2014-11-20 13:00:19,
120.192.92.98,80,透明,HTTP,山东省 烟台市,2秒,2014-11-20 12:00:22,
49.93.14.58,80,透明,HTTP,江苏省 南京市,23秒,2014-11-20 11:00:31,
49.94.140.237,3128,透明,HTTP,江苏省 南京市,19秒,2014-11-20 10:00:47,
202.70.2.107,8088,透明,HTTP,广东省 深圳市,10秒,2014-11-20 09:00:25,
123.119.181.128,9000,透明,HTTP,北京市,0.7秒,2014-11-20 08:00:36,
117.10.24.5,9999,透明,HTTP,天津市,0.4秒,2014-11-20 07:02:01,
182.205.23.179,80,透明,HTTP,辽宁省 沈阳市,1秒,2014-11-20 06:02:12,
125.89.74.234,3128,透明,HTTP,广东省 珠海市,17秒,2014-11-20 05:00:35,
125.39.66.67,80,透明,HTTP,天津市,4秒,2014-11-20 04:00:08,
123.190.46.20,8080,透明,HTTP,辽宁省 丹东市,6秒,2014-11-20 03:00:09,
183.129.161.28,3128,透明,HTTP,浙江省 杭州市,6秒,2014-11-20 02:00:11,
218.5.74.174,80,透明,HTTP,福建省 厦门市,19秒,2014-11-20 01:00:22,
221.14.150.29,8080,透明,HTTP,河南省 许昌市,1秒,2014-11-20 00:00:22,
117.177.242.213,80,透明,HTTP,四川省 内江市,0.4秒,2014-11-19 23:02:11,
