IP,PORT,匿名度,类型,位置,响应速度,最后验证时间
222.45.53.2,80,高匿名,HTTP,江苏省 盐城市,0.8秒,2014-12-28 08:31:30,
180.109.159.102,8118,高匿名,HTTP,江苏省 南京市,1秒,2014-12-24 19:13:44,
123.204.128.187,9064,高匿名,HTTP,台湾省,0.9秒,2014-12-25 09:46:27,
49.65.188.23,8118,高匿名,HTTP,江苏省 南京市,1秒,2014-12-28 12:17:18,
180.102.62.89,8118,高匿名,HTTP,江苏省 苏州市,2秒,2014-12-28 10:44:19,
58.251.117.193,8088,高匿名,HTTP,广东省 深圳市,2秒,2014-12-28 05:46:55,
111.79.186.13,9000,高匿名,HTTP,江西省 萍乡市,3秒,2014-12-28 09:17:34,
183.212.155.142,8123,高匿名,HTTP,江苏省 盐城市,3秒,2014-12-28 07:29:35,
183.207.228.9,88,高匿名,HTTP,江苏省,3秒,2014-12-28 05:35:44,
58.242.249.62,18186,高匿名,HTTP,安徽省 合肥市,1秒,2014-12-28 06:20:24,
218.92.227.165,18378,高匿名,HTTP,江苏省 盐城市,1秒,2014-12-28 03:59:21,
111.10.99.5,8123,高匿名,HTTP,重庆市,1秒,2014-12-28 04:12:42,
183.221.160.103,8123,高匿名,HTTP,四川省 达州市,3秒,2014-12-28 01:45:32,
123.204.128.187,9064,高匿名,HTTP,台湾省,0.9秒,2014-12-25 09:46:27,
183.207.228.9,87,高匿名,HTTP,江苏省 南京市,2秒,2014-12-27 22:37:34,
183.157.142.17,8118,高匿名,HTTP,浙江省 杭州市,1秒,2014-12-27 23:29:32,
117.177.243.21,80,高匿名,HTTP,四川省 内江市,2秒,2014-12-27 20:17:15,
58.242.249.56,33719,高匿名,HTTP,安徽省 合肥市,2秒,2014-12-27 19:48:29,
58.242.249.31,34032,高匿名,HTTP,安徽省 合肥市,1秒,2014-12-27 20:06:49,
183.207.228.7,9000,高匿名,HTTP,江苏省 南京市,1秒,2014-12-27 18:12:40,
58.242.249.31,14212,高匿名,HTTP,安徽省 合肥市,1秒,2014-12-27 18:03:18,
115.157.55.17,8118,高匿名,HTTP,湖北省 武汉市,2秒,2014-12-27 17:24:32,
183.221.160.103,8123,高匿名,HTTP,四川省 达州市,2秒,2014-12-27 14:46:13,
222.95.71.143,8118,高匿名,HTTP,江苏省 南京市,1秒,2014-12-27 15:24:16,
117.156.10.45,8088,高匿名,HTTP,甘肃省,0.6秒,2014-12-21 17:19:41,
183.207.228.7,9003,高匿名,HTTP,江苏省,2秒,2014-12-27 13:06:50,
218.92.227.165,33944,高匿名,HTTP,江苏省 盐城市,2秒,2014-12-27 08:24:13,
183.141.70.216,3128,高匿名,HTTP,浙江省 嘉兴市,1秒,2014-12-27 10:16:42,
218.59.144.95,80,高匿名,HTTP,山东省 济宁市,1秒,2014-12-27 08:46:50,
211.103.250.145,80,高匿名,HTTP,北京市,2秒,2014-12-27 06:47:19,
115.228.52.39,3128,高匿名,HTTP,浙江省 嘉兴市,3秒,2014-12-27 06:34:01,
218.92.227.165,18392,高匿名,HTTP,江苏省 盐城市,0.9秒,2014-12-27 06:11:54,
218.92.227.165,13063,高匿名,HTTP,江苏省 盐城市,0.4秒,2014-12-27 05:15:00,
183.203.208.164,8118,高匿名,HTTP,山西省 太原市,2秒,2014-12-27 03:55:25,
49.65.253.101,8118,高匿名,HTTP,江苏省 南京市,2秒,2014-12-27 03:26:17,
183.207.228.7,8119,高匿名,HTTP,江苏省,0.8秒,2014-12-26 23:50:31,
117.139.35.23,8123,高匿名,HTTP,四川省 成都市,2秒,2014-12-26 23:15:40,
218.92.227.172,18256,高匿名,HTTP,江苏省 盐城市,2秒,2014-12-26 23:07:35,
182.254.129.68,80,高匿名,HTTP,上海市,3秒,2014-12-26 19:12:24,
222.94.22.113,8118,高匿名,HTTP,江苏省 南京市,1秒,2014-12-26 21:36:41,
115.157.48.108,8118,高匿名,HTTP,湖北省 武汉市,3秒,2014-12-26 21:17:53,
180.109.159.102,8118,高匿名,HTTP,江苏省 南京市,1秒,2014-12-24 19:13:44,
183.207.228.7,8089,高匿名,HTTP,江苏省,0.9秒,2014-12-26 18:33:18,
117.177.243.69,80,高匿名,HTTP,四川省 内江市,1.0秒,2014-12-26 13:06:44,
123.204.128.187,9064,高匿名,HTTP,台湾省,0.9秒,2014-12-25 09:46:27,
116.254.206.12,80,高匿名,HTTP,北京市,2秒,2014-12-26 15:59:23,
114.26.241.26,9064,高匿名,HTTP,台湾省,2秒,2014-12-26 15:15:39,
116.255.153.190,8080,高匿名,HTTP,河南省 郑州市,1秒,2014-12-26 14:13:15,
123.57.36.188,80,高匿名,HTTP,浙江省 杭州市,3秒,2014-12-26 13:04:38,
218.92.227.168,16158,高匿名,HTTP,江苏省 盐城市,2秒,2014-12-26 10:36:38,
222.95.10.72,8118,高匿名,HTTP,江苏省 南京市,3秒,2014-12-26 10:08:08,
183.207.224.51,84,高匿名,HTTP,江苏省,1秒,2014-12-26 01:57:30,
183.207.228.7,84,高匿名,HTTP,江苏省,0.8秒,2014-12-26 08:38:49,
183.207.228.7,8666,高匿名,HTTP,江苏省 南京市,1秒,2014-12-26 05:52:18,
58.242.249.31,33948,高匿名,HTTP,安徽省 合肥市,1秒,2014-12-26 03:24:24,
183.207.228.7,8019,高匿名,HTTP,江苏省,2秒,2014-12-26 06:23:58,
121.199.2.45,8118,高匿名,HTTP,浙江省 杭州市,3秒,2014-12-26 05:25:33,
123.204.128.187,9064,高匿名,HTTP,台湾省,0.9秒,2014-12-25 09:46:27,
122.121.115.158,9064,高匿名,HTTP,台湾省,0.5秒,2014-12-26 02:51:55,
120.202.249.230,80,高匿名,HTTP,湖北省,2秒,2014-12-25 14:36:18,
120.198.243.118,80,高匿名,HTTP,广东省,2秒,2014-12-25 23:31:31,
183.221.185.152,8123,高匿名,HTTP,四川省 资阳市,1秒,2014-12-25 22:05:01,
183.207.228.7,8998,高匿名,HTTP,江苏省 南京市,2秒,2014-12-25 23:26:30,
117.172.76.185,8123,高匿名,HTTP,四川省 攀枝花市,2秒,2014-12-25 21:37:57,
58.242.249.31,14229,高匿名,HTTP,安徽省 合肥市,2秒,2014-12-25 19:57:21,
183.207.228.7,8182,高匿名,HTTP,江苏省 南京市,1秒,2014-12-25 17:49:45,
183.207.228.7,9742,高匿名,HTTP,江苏省 南京市,3秒,2014-12-25 15:37:11,
183.206.132.220,8123,高匿名,HTTP,江苏省,3秒,2014-12-25 16:52:18,
218.92.227.172,18256,高匿名,HTTP,江苏省 盐城市,0.4秒,2014-12-25 17:01:31,
218.207.195.206,80,高匿名,HTTP,福建省 厦门市,0.8秒,2014-12-15 16:53:52,
117.177.243.108,80,高匿名,HTTP,四川省 内江市,2秒,2014-12-25 15:06:49,
58.242.249.31,35250,高匿名,HTTP,安徽省 合肥市,0.3秒,2014-12-25 13:07:49,
121.40.102.152,80,高匿名,HTTP,浙江省 杭州市,0.9秒,2014-12-25 13:08:15,
117.177.243.46,80,高匿名,HTTP,四川省 内江市,2秒,2014-12-25 06:28:54,
223.86.127.88,8123,高匿名,HTTP,四川省 达州市,3秒,2014-12-25 04:59:37,
115.28.85.240,8088,高匿名,HTTP,北京市,0.7秒,2014-12-25 10:03:28,
218.92.227.171,33719,高匿名,HTTP,江苏省 盐城市,1秒,2014-12-25 07:30:29,
222.243.127.182,80,高匿名,HTTP,湖南省 衡阳市,3秒,2014-12-25 01:57:34,
218.92.227.172,17183,高匿名,HTTP,江苏省 盐城市,2秒,2014-12-25 05:58:30,
117.177.240.43,80,高匿名,HTTP,四川省 内江市,3秒,2014-12-24 22:31:05,
115.228.108.5,3128,高匿名,HTTP,浙江省 嘉兴市,2秒,2014-12-25 04:57:05,
115.228.56.170,3128,高匿名,HTTP,浙江省 嘉兴市,3秒,2014-12-25 04:25:54,
183.249.49.234,8123,高匿名,HTTP,浙江省 台州市,0.6秒,2014-12-25 03:09:56,
183.249.43.236,8123,高匿名,HTTP,浙江省 台州市,1秒,2014-12-25 01:57:39,
218.92.227.173,14826,高匿名,HTTP,江苏省 盐城市,3秒,2014-12-25 00:18:35,
60.206.239.195,8118,高匿名,HTTP,北京市,0.4秒,2014-12-24 22:46:01,
117.177.243.30,80,高匿名,HTTP,四川省 内江市,3秒,2014-12-24 21:45:16,
223.4.21.184,80,高匿名,HTTP,浙江省 杭州市,1秒,2014-12-24 22:17:28,
116.118.141.32,9064,高匿名,HTTP,,1秒,2014-12-24 21:04:53,
49.65.254.189,8118,高匿名,HTTP,江苏省 南京市,1秒,2014-12-24 20:21:51,
125.47.67.225,8118,高匿名,HTTP,河南省 郑州市,3秒,2014-12-24 18:13:29,
114.222.117.215,8118,高匿名,HTTP,江苏省 南京市,2秒,2014-12-24 17:55:57,
115.28.33.109,8088,高匿名,HTTP,山东省 青岛市,0.6秒,2014-12-24 04:00:31,
122.235.134.59,8118,高匿名,HTTP,浙江省 杭州市,3秒,2014-12-24 16:07:43,
218.92.227.165,34484,高匿名,HTTP,江苏省 盐城市,3秒,2014-12-24 15:11:50,
117.177.243.46,80,高匿名,HTTP,四川省 内江市,2秒,2014-12-24 09:12:49,
183.207.228.44,80,高匿名,HTTP,江苏省,1.0秒,2014-12-24 12:46:40,
111.8.9.165,80,高匿名,HTTP,湖南省 长沙市,2秒,2014-12-24 12:28:40,
183.207.228.7,8998,高匿名,HTTP,江苏省 南京市,0.8秒,2014-12-23 21:38:05,
183.207.228.7,8208,高匿名,HTTP,江苏省 南京市,3秒,2014-12-24 07:06:18,
117.139.38.53,8123,高匿名,HTTP,四川省 成都市,3秒,2014-12-24 07:19:45,
183.207.228.119,84,高匿名,HTTP,江苏省,2秒,2014-12-23 22:47:59,
183.207.228.7,9259,高匿名,HTTP,江苏省 南京市,2秒,2014-12-23 20:49:51,
218.92.227.165,13669,高匿名,HTTP,江苏省 盐城市,2秒,2014-12-24 04:35:04,
218.203.13.184,80,高匿名,HTTP,黑龙江省 哈尔滨市,3秒,2014-12-24 04:52:30,
117.177.243.54,80,高匿名,HTTP,四川省 内江市,0.7秒,2014-12-23 17:52:11,
123.194.184.233,9064,高匿名,HTTP,台湾省,1秒,2014-12-24 02:51:06,
218.92.227.165,34043,高匿名,HTTP,江苏省 盐城市,3秒,2014-12-23 11:13:19,
123.194.199.172,9064,高匿名,HTTP,台湾省,0.8秒,2014-12-24 01:27:00,
183.207.228.7,9096,高匿名,HTTP,江苏省 南京市,0.9秒,2014-12-23 15:18:20,
111.1.36.26,80,高匿名,HTTP,浙江省 杭州市,2秒,2014-12-23 12:48:37,
121.229.26.178,8118,高匿名,HTTP,江苏省 南京市,0.5秒,2014-12-23 22:00:25,
183.207.228.7,8243,高匿名,HTTP,江苏省 南京市,3秒,2014-12-23 15:21:20,
112.1.173.241,8123,高匿名,HTTP,江苏省 苏州市,1秒,2014-12-23 18:34:07,
115.228.61.145,3128,高匿名,HTTP,浙江省 嘉兴市,2秒,2014-12-23 18:56:01,
183.207.228.41,80,高匿名,HTTP,江苏省,3秒,2014-12-23 14:28:20,
223.67.216.176,8123,高匿名,HTTP,江苏省 连云港市,3秒,2014-12-23 16:15:29,
49.65.191.120,8118,高匿名,HTTP,江苏省 南京市,1秒,2014-12-23 16:18:27,
49.65.189.209,8118,高匿名,HTTP,江苏省 南京市,1秒,2014-12-23 15:22:37,
183.207.228.7,8001,高匿名,HTTP,江苏省 南京市,3秒,2014-12-23 13:45:02,
117.177.243.13,80,高匿名,HTTP,四川省 内江市,0.4秒,2014-12-23 12:50:24,
222.45.196.17,8118,高匿名,HTTP,江苏省 淮安市,1秒,2014-12-23 12:14:48,
183.221.164.152,8123,高匿名,HTTP,四川省 达州市,3秒,2014-12-23 06:16:14,
58.242.249.31,17657,高匿名,HTTP,安徽省 合肥市,2秒,2014-12-23 10:19:37,
121.42.31.177,80,高匿名,HTTP,浙江省 杭州市,1秒,2014-12-22 12:48:02,
117.175.119.139,8123,高匿名,HTTP,四川省 宜宾市,1秒,2014-12-23 03:04:00,
58.242.249.55,19279,高匿名,HTTP,安徽省 合肥市,1秒,2014-12-23 07:01:20,
183.224.1.30,80,高匿名,HTTP,云南省,1秒,2014-12-22 06:43:09,
117.173.22.28,8123,高匿名,HTTP,四川省 雅安市,1秒,2014-12-23 00:44:49,
117.177.243.70,80,高匿名,HTTP,四川省 内江市,1秒,2014-12-23 03:51:53,
60.28.208.100,80,高匿名,HTTP,天津市,2秒,2014-12-23 03:15:49,
222.140.59.23,8090,高匿名,HTTP,河南省 许昌市,3秒,2014-12-23 02:20:07,
115.227.193.223,80,高匿名,HTTP,浙江省 嘉兴市,1秒,2014-12-22 12:47:29,
117.177.243.22,80,高匿名,HTTP,四川省 内江市,1.0秒,2014-12-22 22:34:21,
218.92.227.165,16158,高匿名,HTTP,江苏省 盐城市,3秒,2014-12-21 11:30:37,
218.92.227.168,33976,高匿名,HTTP,江苏省 盐城市,2秒,2014-12-22 21:11:46,
183.207.228.7,8101,高匿名,HTTP,江苏省,1秒,2014-12-22 20:34:34,
117.177.243.72,80,高匿名,HTTP,四川省 内江市,3秒,2014-12-22 19:50:51,
183.141.173.54,3128,高匿名,HTTP,浙江省 嘉兴市,1秒,2014-12-22 17:48:24,
117.21.192.9,80,高匿名,HTTP,江西省 南昌市,2秒,2014-12-22 14:32:26,
117.174.229.97,8123,高匿名,HTTP,四川省 攀枝花市,1秒,2014-12-22 16:36:03,
183.207.228.9,82,高匿名,HTTP,江苏省,3秒,2014-12-22 16:26:15,
118.239.167.177,8088,高匿名,HTTP,湖南省 常德市,0.4秒,2014-12-22 09:34:07,
49.65.253.57,8118,高匿名,HTTP,江苏省 南京市,0.9秒,2014-12-22 12:03:21,
118.232.180.185,9064,高匿名,HTTP,台湾省,2秒,2014-12-22 12:27:56,
49.65.181.126,8118,高匿名,HTTP,江苏省 南京市,3秒,2014-12-22 12:09:56,
1.162.249.157,9064,高匿名,HTTP,台湾省,2秒,2014-12-22 09:21:31,
183.207.228.7,8421,高匿名,HTTP,江苏省 南京市,2秒,2014-12-22 08:26:25,
117.27.245.98,80,高匿名,HTTP,福建省 福州市,0.9秒,2014-12-22 00:18:18,
183.207.228.43,80,高匿名,HTTP,江苏省,1秒,2014-12-22 04:18:06,
58.242.249.31,10932,高匿名,HTTP,安徽省 合肥市,2秒,2014-12-22 06:43:25,
120.132.48.68,80,高匿名,HTTP,北京市,1秒,2014-12-21 11:02:49,
220.187.221.184,8088,高匿名,HTTP,浙江省 绍兴市,0.8秒,2014-12-22 03:00:00,
183.223.179.148,8123,高匿名,HTTP,四川省 广安市,2秒,2014-12-22 02:09:10,
218.92.227.172,17183,高匿名,HTTP,江苏省 盐城市,1秒,2014-12-21 18:40:43,
218.92.227.165,10030,高匿名,HTTP,江苏省 盐城市,1秒,2014-12-21 19:27:58,
183.207.228.7,8292,高匿名,HTTP,江苏省 南京市,3秒,2014-12-21 22:59:33,
123.150.107.109,8000,高匿名,HTTP,天津市,1秒,2014-12-20 10:44:50,
218.203.13.176,80,高匿名,HTTP,黑龙江省 哈尔滨市,1秒,2014-12-21 23:26:24,
222.95.11.151,8118,高匿名,HTTP,江苏省 南京市,2秒,2014-12-21 22:26:29,
139.227.176.121,8090,高匿名,HTTP,上海市,3秒,2014-12-21 19:55:16,
183.207.228.7,8239,高匿名,HTTP,江苏省 南京市,1秒,2014-12-21 20:19:44,
116.23.236.52,8088,高匿名,HTTP,广东省 广州市,0.7秒,2014-12-21 19:29:24,
119.36.124.70,81,高匿名,HTTP,湖北省 武汉市,3秒,2014-12-21 10:43:24,
117.177.243.39,80,高匿名,HTTP,四川省 内江市,3秒,2014-12-21 13:31:47,
222.94.151.32,8118,高匿名,HTTP,江苏省 南京市,2秒,2014-12-21 16:26:55,
183.207.228.7,9096,高匿名,HTTP,江苏省 南京市,2秒,2014-12-21 13:57:49,
58.242.249.31,13933,高匿名,HTTP,安徽省 合肥市,1秒,2014-12-21 11:30:46,
117.89.39.13,8118,高匿名,HTTP,江苏省 南京市,3秒,2014-12-21 13:23:55,
117.169.64.4,80,高匿名,HTTP,江西省 宜春市,2秒,2014-12-18 01:25:19,
117.177.243.44,80,高匿名,HTTP,四川省 内江市,1秒,2014-12-21 00:28:15,
183.207.228.43,80,高匿名,HTTP,江苏省,2秒,2014-12-21 08:21:26,
183.207.229.12,8080,高匿名,HTTP,江苏省 南京市,0.5秒,2014-12-20 22:54:07,
183.141.77.162,3128,高匿名,HTTP,浙江省 嘉兴市,1秒,2014-12-21 08:16:21,
218.92.227.165,34043,高匿名,HTTP,江苏省 盐城市,0.9秒,2014-12-21 04:28:05,
115.227.195.238,80,高匿名,HTTP,浙江省 嘉兴市,1秒,2014-12-20 17:26:07,
203.91.120.90,80,高匿名,HTTP,北京市,1秒,2014-12-20 22:54:20,
58.242.249.55,33942,高匿名,HTTP,安徽省 合肥市,2秒,2014-12-20 23:08:56,
183.207.228.7,8780,高匿名,HTTP,江苏省 南京市,3秒,2014-12-21 03:24:00,
175.1.74.255,80,高匿名,HTTP,湖南省 湘潭市,1秒,2014-12-20 16:14:48,
183.207.228.7,8345,高匿名,HTTP,江苏省,1秒,2014-12-21 00:41:28,
221.225.44.5,8118,高匿名,HTTP,江苏省 苏州市,1秒,2014-12-21 00:13:18,
218.92.227.170,18186,高匿名,HTTP,江苏省 盐城市,2秒,2014-12-20 20:43:18,
218.92.227.172,16515,高匿名,HTTP,江苏省 盐城市,0.9秒,2014-12-20 21:22:36,
183.207.228.7,8219,高匿名,HTTP,江苏省 南京市,0.5秒,2014-12-20 19:13:40,
125.123.84.216,3128,高匿名,HTTP,浙江省 嘉兴市,3秒,2014-12-20 19:47:29,
117.21.192.11,80,高匿名,HTTP,江西省 南昌市,2秒,2014-12-20 15:55:59,
183.207.228.7,8429,高匿名,HTTP,江苏省,2秒,2014-12-20 16:51:21,
27.105.42.126,9064,高匿名,HTTP,台湾省,0.5秒,2014-12-20 16:04:50,
221.226.174.230,8118,高匿名,HTTP,江苏省 南京市,0.7秒,2014-12-20 15:54:59,
218.92.227.165,16107,高匿名,HTTP,江苏省 盐城市,2秒,2014-12-20 13:40:46,
61.54.25.152,80,高匿名,HTTP,河南省 洛阳市,0.7秒,2014-12-20 12:11:45,
183.207.228.7,8046,高匿名,HTTP,江苏省,3秒,2014-12-20 09:48:47,
58.242.249.31,14053,高匿名,HTTP,安徽省 合肥市,1秒,2014-12-20 10:33:10,
58.242.249.31,19583,高匿名,HTTP,安徽省 合肥市,2秒,2014-12-20 06:45:29,
59.115.61.172,8088,高匿名,HTTP,台湾省,1秒,2014-12-20 10:26:39,
218.92.227.165,13669,高匿名,HTTP,江苏省 盐城市,3秒,2014-12-20 08:59:19,
115.228.57.222,80,高匿名,HTTP,浙江省 嘉兴市,2秒,2014-12-20 08:27:56,
111.40.194.39,80,高匿名,HTTP,黑龙江省,0.8秒,2014-12-20 07:12:41,
218.92.227.171,16107,高匿名,HTTP,江苏省 盐城市,1秒,2014-12-20 05:08:19,
58.242.249.31,16989,高匿名,HTTP,安徽省 合肥市,2秒,2014-12-20 01:56:31,
218.92.227.168,18888,高匿名,HTTP,江苏省 盐城市,1秒,2014-12-20 04:20:52,
183.207.228.119,84,高匿名,HTTP,江苏省,0.6秒,2014-12-19 23:47:09,
218.92.227.168,35010,高匿名,HTTP,江苏省 盐城市,0.6秒,2014-12-20 02:06:22,
117.177.243.71,80,高匿名,HTTP,四川省 内江市,3秒,2014-12-20 01:27:39,
183.207.228.7,8666,高匿名,HTTP,江苏省 南京市,3秒,2014-12-19 21:01:42,
49.158.175.229,9064,高匿名,HTTP,台湾省,2秒,2014-12-19 20:17:30,
117.89.37.180,8118,高匿名,HTTP,江苏省 南京市,1秒,2014-12-19 22:01:37,
218.22.74.24,1920,高匿名,HTTP,安徽省 芜湖市,2秒,2014-12-19 21:29:58,
180.218.91.57,9064,高匿名,HTTP,台湾省,2秒,2014-12-19 20:20:21,
112.5.253.83,80,高匿名,HTTP,福建省 福州市,2秒,2014-12-19 15:07:13,
183.207.224.15,80,高匿名,HTTP,江苏省,0.9秒,2014-12-19 16:45:36,
183.207.228.7,8618,高匿名,HTTP,江苏省 南京市,3秒,2014-12-19 16:47:03,
58.251.240.168,8088,高匿名,HTTP,广东省 深圳市,3秒,2014-12-19 16:02:58,
101.4.60.43,80,高匿名,HTTP,北京市,2秒,2014-12-19 09:24:45,
218.92.227.165,29786,高匿名,HTTP,江苏省 盐城市,3秒,2014-12-19 05:06:32,
59.62.17.9,9000,高匿名,HTTP,江西省 萍乡市,3秒,2014-12-19 13:17:33,
183.220.157.157,8123,高匿名,HTTP,四川省 南充市,1秒,2014-12-19 12:12:11,
218.92.227.166,20771,高匿名,HTTP,江苏省 盐城市,3秒,2014-12-19 09:38:18,
221.182.62.23,8123,高匿名,HTTP,四川省 达州市,3秒,2014-12-19 10:19:44,
113.204.212.42,8080,高匿名,HTTP,重庆市,1秒,2014-12-19 08:52:04,
49.158.18.126,9064,高匿名,HTTP,台湾省,3秒,2014-12-19 07:47:42,
202.118.10.101,8080,高匿名,HTTP,辽宁省 沈阳市,0.9秒,2014-12-19 07:16:00,
120.198.243.118,80,高匿名,HTTP,广东省,3秒,2014-12-19 04:03:43,
183.207.228.7,9498,高匿名,HTTP,江苏省 南京市,0.4秒,2014-12-19 00:26:49,
117.177.243.41,80,高匿名,HTTP,四川省 内江市,1秒,2014-12-19 03:16:39,
182.92.214.3,80,高匿名,HTTP,浙江省 杭州市,3秒,2014-12-18 23:20:29,
183.207.228.7,8184,高匿名,HTTP,江苏省 南京市,2秒,2014-12-19 01:46:30,
58.242.249.31,18371,高匿名,HTTP,安徽省 合肥市,0.5秒,2014-12-19 00:02:19,
58.242.249.31,22285,高匿名,HTTP,安徽省 合肥市,3秒,2014-12-19 00:02:19,
124.205.18.190,80,高匿名,HTTP,北京市,2秒,2014-12-18 17:09:40,
182.234.1.30,9064,高匿名,HTTP,台湾省,1.0秒,2014-12-18 22:22:07,
210.14.152.91,88,高匿名,HTTP,北京市,3秒,2014-12-18 20:52:01,
111.1.32.20,8088,高匿名,HTTP,浙江省 杭州市,1秒,2014-12-18 19:16:28,
218.207.12.173,8123,高匿名,HTTP,重庆市,2秒,2014-12-18 18:49:59,
121.237.255.166,8118,高匿名,HTTP,江苏省 南京市,1秒,2014-12-18 18:19:35,
183.207.228.7,8005,高匿名,HTTP,江苏省,2秒,2014-12-18 17:11:26,
120.237.3.235,8080,高匿名,HTTP,广东省 东莞市,0.4秒,2014-12-18 15:30:54,
58.242.249.31,10933,高匿名,HTTP,安徽省 合肥市,3秒,2014-12-18 14:05:58,
49.65.188.48,8118,高匿名,HTTP,江苏省 南京市,2秒,2014-12-18 14:16:23,
183.207.228.7,9341,高匿名,HTTP,江苏省 南京市,3秒,2014-12-18 12:03:08,
183.207.224.13,80,高匿名,HTTP,江苏省,0.3秒,2014-12-18 08:48:36,
101.4.60.46,80,高匿名,HTTP,北京市,1秒,2014-12-18 11:03:42,
183.207.228.7,8100,高匿名,HTTP,江苏省,2秒,2014-12-18 08:49:09,
58.242.249.31,21724,高匿名,HTTP,安徽省 合肥市,1秒,2014-12-18 07:16:33,
120.198.243.151,80,高匿名,HTTP,广东省,0.8秒,2014-12-18 04:56:23,
117.177.243.43,80,高匿名,HTTP,四川省 内江市,2秒,2014-12-18 06:45:53,
183.207.228.7,8068,高匿名,HTTP,江苏省 南京市,1秒,2014-12-18 05:21:08,
183.207.228.7,8143,高匿名,HTTP,江苏省 南京市,3秒,2014-12-18 03:36:38,
218.92.227.165,12640,高匿名,HTTP,江苏省 盐城市,2秒,2014-12-17 21:03:15,
111.1.3.38,8000,高匿名,HTTP,浙江省 宁波市,2秒,2014-12-18 02:17:47,
183.207.228.7,8164,高匿名,HTTP,江苏省,2秒,2014-12-18 02:01:09,
111.251.39.87,9064,高匿名,HTTP,台湾省,2秒,2014-12-18 01:01:38,
115.228.58.203,3128,高匿名,HTTP,浙江省 嘉兴市,3秒,2014-12-18 00:26:38,
183.207.228.7,9719,高匿名,HTTP,江苏省 南京市,1.0秒,2014-12-17 20:40:21,
183.207.228.7,8468,高匿名,HTTP,江苏省 南京市,2秒,2014-12-17 19:19:43,
183.207.228.119,80,高匿名,HTTP,江苏省,0.7秒,2014-12-17 16:28:45,
60.195.160.63,8118,高匿名,HTTP,北京市,3秒,2014-12-17 19:41:56,
218.92.227.165,29786,高匿名,HTTP,江苏省 盐城市,1秒,2014-12-17 06:34:42,
183.207.228.7,8218,高匿名,HTTP,江苏省,3秒,2014-12-17 11:56:14,
183.207.228.7,8817,高匿名,HTTP,江苏省 南京市,3秒,2014-12-17 15:07:57,
58.242.249.31,25467,高匿名,HTTP,安徽省 合肥市,1秒,2014-12-17 15:42:12,
183.207.228.7,8666,高匿名,HTTP,江苏省 南京市,0.9秒,2014-12-17 15:07:57,
171.37.148.138,8090,高匿名,HTTP,广西壮族自治区南宁市,3秒,2014-12-17 14:19:38,
183.207.228.7,8034,高匿名,HTTP,江苏省 南京市,3秒,2014-12-17 09:06:20,
125.123.83.250,3128,高匿名,HTTP,浙江省 嘉兴市,0.7秒,2014-12-17 11:35:54,
36.227.221.32,8088,高匿名,HTTP,台湾省,3秒,2014-12-17 10:12:20,
111.40.194.42,80,高匿名,HTTP,黑龙江省,0.4秒,2014-12-17 06:22:04,
61.234.123.64,8080,高匿名,HTTP,广东省 珠海市,2秒,2014-12-17 09:25:36,
183.222.155.25,8123,高匿名,HTTP,四川省 雅安市,1秒,2014-12-17 07:25:29,
122.232.228.125,3128,高匿名,HTTP,浙江省 嘉兴市,0.6秒,2014-12-17 07:01:34,
183.207.228.7,9557,高匿名,HTTP,江苏省 南京市,1秒,2014-12-17 03:57:52,
123.110.147.247,9064,高匿名,HTTP,台湾省,1秒,2014-12-17 04:36:28,
183.207.228.9,82,高匿名,HTTP,江苏省,1秒,2014-12-17 04:22:51,
218.108.170.166,82,高匿名,HTTP,浙江省 杭州市,1秒,2014-12-16 17:08:34,
218.92.227.165,12946,高匿名,HTTP,江苏省 盐城市,2秒,2014-12-16 22:52:29,
218.92.227.165,21725,高匿名,HTTP,江苏省 盐城市,2秒,2014-12-16 22:56:06,
183.207.228.44,80,高匿名,HTTP,江苏省,2秒,2014-12-17 00:23:24,
111.13.109.54,80,高匿名,HTTP,北京市,1秒,2014-12-16 17:25:00,
218.241.3.102,80,高匿名,HTTP,北京市,0.9秒,2014-12-16 22:27:15,
218.92.227.171,18186,高匿名,HTTP,江苏省 盐城市,1秒,2014-12-16 21:21:32,
114.112.84.245,80,高匿名,HTTP,北京市,2秒,2014-12-16 00:47:41,
183.207.228.7,8054,高匿名,HTTP,江苏省 南京市,1秒,2014-12-16 19:07:37,
218.92.227.172,18256,高匿名,HTTP,江苏省 盐城市,0.7秒,2014-12-16 15:55:49,
220.189.97.144,3128,高匿名,HTTP,浙江省 嘉兴市,0.6秒,2014-12-16 17:22:08,
58.242.249.31,24184,高匿名,HTTP,安徽省 合肥市,1秒,2014-12-16 16:17:35,
203.192.7.37,80,高匿名,HTTP,北京市,1秒,2014-12-16 14:46:05,
118.26.152.169,80,高匿名,HTTP,北京市,2秒,2014-12-15 17:33:48,
140.122.26.130,9064,高匿名,HTTP,台湾省,3秒,2014-12-16 12:17:53,
223.64.153.46,8123,高匿名,HTTP,江苏省 无锡市,0.9秒,2014-12-16 11:23:54,
218.92.227.165,14826,高匿名,HTTP,江苏省 盐城市,1秒,2014-12-15 23:23:09,
183.207.228.7,82,高匿名,HTTP,江苏省,1秒,2014-12-16 10:08:23,
218.92.227.165,20912,高匿名,HTTP,江苏省 盐城市,2秒,2014-12-16 09:25:24,
118.85.207.93,80,高匿名,HTTP,北京市,1秒,2014-12-16 02:09:52,
